transcriptid	foldchange	DEstatus
25 CHS.34261.7 chr21- 5099338-5117222,5118691-5118847,5121711-5121803,5124756-5124875,5125879-5125992,5127898-5127950,5128214-5128462	1	FALSE
26 CHS.34261.8 chr21- 5116329-5118847,5124756-5124875,5125879-5125992,5127898-5127950,5128145-5128435	1	FALSE
27 CHS.34261.9 chr21- 5116341-5117231,5118691-5118847,5121711-5121803,5124756-5124875,5125879-5125992,5127084-5127174	1	FALSE
28 CHS.34261.10 chr21- 5116341-5117231,5118691-5118847,5121711-5121803,5124756-5124875,5125879-5125992,5128214-5128387	1	FALSE
29 CHS.34261.11 chr21- 5116341-5117231,5118691-5118847,5124756-5124875,5125879-5125992,5127898-5127950,5128214-5128450	1	FALSE
30 CHS.34261.12 chr21- 5099338-5118847,5121711-5121803,5124756-5124875,5125879-5125992,5127898-5127950,5128192-5128460	1	FALSE
31 CHS.34261.13 chr21- 5116341-5117231,5118691-5118847,5121711-5121803,5124756-5124875,5125879-5125992,5127898-5127950,5128214-5128463	1	FALSE
32 CHS.34261.14 chr21- 5099338-5116481,5117136-5118847,5121711-5121803,5124756-5124875,5125879-5125992,5127898-5127950,5128214-5128462	1	FALSE
33 CHS.34261.15 chr21- 5099338-5117227,5118679-5118847,5121711-5121803,5124756-5124875,5125879-5125992,5127898-5127950,5128214-5128462	1	FALSE
34 CHS.34261.16 chr21- 5099338-5118847,5121711-5121803,5124756-5124875,5125879-5125992,5128145-5128462	1	FALSE
35 CHS.34261.17 chr21- 5120618-5121111,5121711-5121803,5124756-5124875,5125879-5125992,5127898-5127950,5128214-5128451	1	FALSE
36 CHS.34261.18 chr21- 5120618-5120889,5121711-5121803,5124756-5124875,5125879-5125992,5127898-5127950,5128214-5128452	1	FALSE
37 CHS.34261.19 chr21- 5121449-5121803,5124756-5124875,5125879-5125992,5127898-5127950,5128214-5128378	1	FALSE
38 CHS.34262.1 chr21+ 5101731-5102097,5102568-5103182	1	FALSE
39 CHS.34263.1 chr21- 5130871-5131455,5133426-5133500,5133655-5133805,5133902-5134120,5135089-5135154,5135935-5136043,5137327-5137474,5139698-5139878,5140953-5141103,5141277-5141424,5141559-5141707,5142532-5142668,5143222-5143292,5144091-5144234,5146137-5146366,5146658-5146793,5147289-5147432,5147779-5147878,5148210-5148304,5152961-5153073,5154623-5154767	1	FALSE
40 CHS.34263.2 chr21- 5130871-5131455,5133426-5133500,5133655-5133805,5133902-5134120,5134361-5134479,5135089-5135154,5135935-5136043,5137327-5137474,5139698-5139878,5140953-5141103,5141277-5141424,5141559-5141707,5142532-5142668,5143222-5143292,5144091-5144234,5146137-5146366,5146658-5146793,5147289-5147432,5147779-5147878,5148210-5148304,5152961-5153073,5154623-5154767	1	FALSE
41 CHS.34263.3 chr21- 5136988-5137474,5137878-5137939	1	FALSE
42 CHS.34264.1 chr21- 5155503-5158759,5159080-5159274,5163518-5163695,5165339-5165755	1	FALSE
43 CHS.34264.2 chr21- 5155504-5158755,5159080-5159274,5163518-5163681	1	FALSE
44 CHS.34265.1 chr21- 5232668-5232924,5243703-5243833	1	FALSE
45 CHS.34265.2 chr21- 5232668-5232924,5240752-5240918,5243703-5243915	1	FALSE
46 CHS.34266.1 chr21+ 5244117-5244392,5318369-5318833	1	FALSE
47 CHS.34267.1 chr21- 5499154-5499809,5499999-5500101,5502369-5502560	1	FALSE
48 CHS.34267.2 chr21- 5499155-5499967,5500067-5500101,5502369-5502497	1	FALSE
49 CHS.34267.3 chr21- 5499155-5499809,5499999-5500090,5502369-5502542	1	FALSE
50 CHS.34267.4 chr21- 5499557-5500101,5502369-5502497	1	FALSE
51 CHS.34268.1 chr21+ 5506972-5507000,5508651-5508764,5509380-5509536,5509624-5509733	1	FALSE
52 CHS.34269.1 chr21- 5542506-5545188,5546494-5546609,5546697-5546928	1	FALSE
53 CHS.34270.1 chr21+ 5553637-5553838,5585823-5585987,5590019-5592004	1	FALSE
54 CHS.34270.2 chr21+ 5553664-5553838,5566125-5566183,5585823-5585987,5590019-5592004	1	FALSE
55 CHS.34270.3 chr21+ 5553664-5553838,5584810-5585063,5585823-5585987,5590019-5592004	1	FALSE
56 CHS.34270.4 chr21+ 5553669-5553838,5590019-5590683	1	FALSE
57 CHS.34270.5 chr21+ 5553707-5553838,5585823-5586369	1	FALSE
58 CHS.34270.6 chr21+ 5553710-5553838,5585823-5585987,5588137-5588786	1	FALSE
59 CHS.34270.7 chr21+ 5565963-5566183,5585823-5585987,5590019-5591234	1	FALSE
60 CHS.34270.8 chr21+ 5567795-5569252,5585823-5585987,5590019-5592003	1	FALSE
61 CHS.34270.9 chr21+ 5582228-5585987,5588137-5592004	1	FALSE
62 CHS.34270.10 chr21+ 5583083-5585063,5585823-5585987,5590019-5592004	1	FALSE
63 CHS.34270.11 chr21+ 5583083-5584981,5585823-5585987,5590019-5592004	1	FALSE
64 CHS.34270.12 chr21+ 5583083-5584975,5585823-5585987,5590019-5592004	1	FALSE
65 CHS.34270.13 chr21+ 5585778-5585987,5590019-5592003	1	FALSE
66 CHS.34271.1 chr21+ 5602932-5603352,5614752-5614934,5615255-5616612	1	FALSE
67 CHS.34271.2 chr21+ 5608362-5608863,5614752-5614934,5615255-5616612	1	FALSE
68 CHS.34272.1 chr21- 5972923-5973357	1	FALSE
69 CHS.34273.1 chr21+ 6001467-6001649,6008605-6009381	1	FALSE
70 CHS.34274.1 chr21+ 6034690-6036093	1	FALSE
71 CHS.34275.1 chr21+ 6059029-6059063,6060414-6060499,6062524-6062591,6066867-6067049,6076004-6076305	1	FALSE
72 CHS.34275.2 chr21+ 6060340-6060499,6062524-6062591,6066867-6067049,6076004-6076305	1	FALSE
73 CHS.34275.3 chr21+ 6073292-6073392,6076004-6076135	1	FALSE
74 CHS.34276.1 chr21- 6070758-6071209,6072918-6073132	1	FALSE
75 CHS.34276.2 chr21- 6070759-6071209,6072984-6073131	1	FALSE
76 CHS.34277.1 chr21- 6084373-6087093,6087345-6088242	1	FALSE
77 CHS.34277.2 chr21- 6084373-6087093,6087294-6088242	1	FALSE
78 CHS.34277.3 chr21- 6084373-6085145,6085761-6088242	1	FALSE
79 CHS.34278.1 chr21- 6095869-6095906,6096472-6097392,6101042-6103406	1	FALSE
80 CHS.34279.1 chr21+ 6111134-6111252,6112070-6112239,6112739-6112855,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121144-6123778	1	FALSE
81 CHS.34279.2 chr21+ 6111135-6111252,6112070-6112239,6112739-6112855,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121144-6121576,6122649-6123745	1	FALSE
82 CHS.34279.3 chr21+ 6111135-6111252,6112070-6112239,6112739-6112855,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121144-6123752	1	FALSE
83 CHS.34279.4 chr21+ 6111135-6111252,6112070-6112239,6112739-6114137,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121144-6123769	1	FALSE
84 CHS.34279.5 chr21+ 6111135-6111252,6112070-6112239,6112739-6115909,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121144-6123775	1	FALSE
85 CHS.34279.6 chr21+ 6111135-6111252,6112070-6112239,6112739-6114158,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121144-6123777	1	FALSE
86 CHS.34279.7 chr21+ 6111135-6111252,6112070-6112239,6112739-6115742,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121144-6123777	1	FALSE
87 CHS.34279.8 chr21+ 6111139-6111252,6112070-6112353,6112739-6112992,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121144-6123760	1	FALSE
88 CHS.34279.9 chr21+ 6111145-6111252,6112070-6112239,6112739-6112855,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6119916,6121457-6123675	1	FALSE
89 CHS.34279.10 chr21+ 6111146-6111252,6112070-6112239,6112739-6112855,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121160-6123778	1	FALSE
90 CHS.34279.11 chr21+ 6111170-6111252,6112070-6112239,6112739-6112956	1	FALSE
91 CHS.34279.12 chr21+ 6111381-6112239,6112739-6112855,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120701,6121144-6123776	1	FALSE
92 CHS.34279.13 chr21+ 6111619-6112353,6112739-6112855,6116224-6116287,6116462-6116623,6116894-6117018,6117128-6117251,6117804-6118027,6118256-6118402,6118783-6118908,6119024-6119240,6119720-6120001,6120487-6120718,6121098-6123718	1	FALSE
93 CHS.34280.1 chr21- 6135285-6136696,6138353-6141904,6142023-6142051	1	FALSE
94 CHS.34281.1 chr21- 6134475-6134947,6135064-6135288,6135425-6135752	1	FALSE
95 CHS.34282.1 chr21- 6228966-6230951,6234983-6235147,6235995-6237880	1	FALSE
96 CHS.34282.2 chr21- 6228966-6230951,6234983-6235147,6235989-6237881	1	FALSE
97 CHS.34282.3 chr21- 6228966-6230951,6234983-6235147,6235907-6237886	1	FALSE
98 CHS.34282.4 chr21- 6228966-6230951,6234983-6235147,6267135-6267306	1	FALSE
99 CHS.34282.5 chr21- 6228966-6230951,6234983-6235147,6254791-6254849,6267135-6267306	1	FALSE
100 CHS.34282.6 chr21- 6228966-6230951,6234983-6235147,6235907-6236160,6267135-6267307	1	FALSE
101 CHS.34282.7 chr21- 6228966-6230951,6234983-6235147,6670522-6670702	1	FALSE
102 CHS.34282.8 chr21- 6228966-6230951,6234983-6235147,6254791-6254849,6670522-6670702	1	FALSE
103 CHS.34282.9 chr21- 6228966-6230951,6234983-6235147,6235907-6236160,6670522-6670705	1	FALSE
104 CHS.34282.10 chr21- 6228967-6230951,6234983-6235192	1	FALSE
105 CHS.34282.11 chr21- 6228967-6230951,6234983-6237456,6637074-6637393	1	FALSE
106 CHS.34282.12 chr21- 6230666-6230951,6267135-6267313	1	FALSE
107 CHS.34282.13 chr21- 6232566-6232833,6234983-6235147,6267135-6267280	1	FALSE
108 CHS.34282.14 chr21- 6263567-6264733,6670522-6670681	1	FALSE
109 CHS.34282.15 chr21- 6635307-6636040,6666429-6666526,6668152-6670515	1	FALSE
110 CHS.34282.16 chr21- 6656308-6656717,6666429-6666526,6668152-6670515	1	FALSE
111 CHS.34282.17 chr21- 6656799-6659578,6666429-6666526,6668152-6670515	1	FALSE
112 CHS.34282.18 chr21- 6666878-6667962,6668152-6668254,6670522-6670713	1	FALSE
113 CHS.34282.19 chr21- 6667304-6667962,6668152-6668243,6670522-6670667	1	FALSE
114 CHS.34282.20 chr21- 6667710-6668254,6670522-6670650	1	FALSE
115 CHS.34283.1 chr21+ 6274045-6274276,6274364-6274479,6275785-6278467	1	FALSE
116 CHS.34284.1 chr21+ 6319916-6320974,6322600-6322697,6329548-6332327	1	FALSE
117 CHS.34284.2 chr21+ 6319916-6320974,6322600-6322697,6332409-6332818	1	FALSE
118 CHS.34284.3 chr21+ 6319916-6320974,6322600-6322697,6353086-6353819	1	FALSE
119 CHS.34285.1 chr21+ 6318410-6318604,6320872-6320974,6321164-6322248	1	FALSE
120 CHS.34285.2 chr21+ 6318411-6318604,6320872-6320974,6322600-6322697,6353086-6353996	1	FALSE
121 CHS.34285.3 chr21+ 6318411-6318604,6734278-6734336,6737297-6739081	1	FALSE
122 CHS.34285.4 chr21+ 6318422-6318604,7080036-7080289,7081049-7081213,7085245-7087230	1	FALSE
123 CHS.34285.5 chr21+ 6318423-6318604,7081049-7081213,7085245-7087230	1	FALSE
124 CHS.34285.6 chr21+ 6318467-6318604,6320872-6320906,6321006-6329938	1	FALSE
125 CHS.34285.7 chr21+ 6318470-6318604,6321006-6348369	1	FALSE
126 CHS.34285.8 chr21+ 6318475-6318604,6322600-6322697,6353086-6353996	1	FALSE
127 CHS.34285.9 chr21+ 6318498-6318604,6724393-6734738	1	FALSE
128 CHS.34285.10 chr21+ 7048859-7049060,7081049-7081213,7085245-7087230	1	FALSE
129 CHS.34285.11 chr21+ 7048886-7049060,7061347-7061405,7081049-7081213,7085245-7087230	1	FALSE
130 CHS.34285.12 chr21+ 7048886-7049060,7080036-7080289,7081049-7081213,7085245-7087230	1	FALSE
131 CHS.34285.13 chr21+ 7048982-7049060,7081049-7081213,7083363-7083742	1	FALSE
132 CHS.34285.14 chr21+ 7078309-7080289,7081049-7081213,7085245-7087230	1	FALSE
133 CHS.34285.15 chr21+ 7078309-7080207,7081049-7081213,7085245-7087230	1	FALSE
134 CHS.34285.16 chr21+ 7078309-7080201,7081049-7081213,7085245-7087230	1	FALSE
135 CHS.34285.17 chr21+ 7081004-7081213,7085245-7087229	1	FALSE
136 CHS.34286.1 chr21+ 6353997-6354522,6358419-6360629	1	FALSE
137 CHS.34287.1 chr21- 6444868-6445325,6445540-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6458203-6458290,6459456-6460032	1	FALSE
138 CHS.34287.2 chr21- 6444868-6445325,6445540-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467448-6467507	1	FALSE
139 CHS.34287.3 chr21- 6444868-6445325,6445540-6445661,6447736-6447777,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467448-6467507	1	FALSE
140 CHS.34287.4 chr21- 6444868-6445325,6445540-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467903-6467942,6468418-6468606	1	FALSE
141 CHS.34287.5 chr21- 6444869-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6458203-6458290,6459456-6460032	1	FALSE
142 CHS.34287.6 chr21- 6444869-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6459456-6460082	1	FALSE
143 CHS.34287.7 chr21- 6444869-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6466181-6466747	1	FALSE
144 CHS.34287.8 chr21- 6444869-6445661,6447736-6447777,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6466181-6466747	1	FALSE
145 CHS.34287.9 chr21- 6444869-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467448-6467507	1	FALSE
146 CHS.34287.10 chr21- 6444869-6445661,6447736-6447777,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467448-6467507	1	FALSE
147 CHS.34287.11 chr21- 6444869-6445661,6448481-6448565,6449969-6450085,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467448-6467507	1	FALSE
148 CHS.34287.12 chr21- 6444869-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6451408-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6459456-6460293,6463663-6463879,6464944-6465019,6467448-6467626	1	FALSE
149 CHS.34287.13 chr21- 6444869-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467013-6467447,6467903-6468029	1	FALSE
150 CHS.34287.14 chr21- 6444869-6445661,6447736-6447777,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467013-6467447,6467903-6468032	1	FALSE
151 CHS.34287.15 chr21- 6444869-6445325,6445540-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467903-6468070	1	FALSE
152 CHS.34287.16 chr21- 6444869-6445661,6447736-6447777,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467903-6468104	1	FALSE
153 CHS.34287.17 chr21- 6444869-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467903-6467942,6468418-6468554	1	FALSE
154 CHS.34287.18 chr21- 6444869-6445661,6447736-6447777,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467013-6467447,6467903-6467942,6468418-6468563	1	FALSE
155 CHS.34287.19 chr21- 6444869-6445661,6447736-6447777,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467903-6467942,6468418-6468606	1	FALSE
156 CHS.34287.20 chr21- 6444871-6445325,6445469-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467448-6467558	1	FALSE
157 CHS.34287.21 chr21- 6444873-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6451408-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467448-6467610	1	FALSE
158 CHS.34287.22 chr21- 6444873-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467903-6468040	1	FALSE
159 CHS.34287.23 chr21- 6444879-6445325,6445469-6445661,6448481-6448565,6449823-6449931,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6459456-6460293,6463663-6463879,6464944-6465019,6467448-6467593	1	FALSE
160 CHS.34287.24 chr21- 6444931-6445325,6445469-6445661,6448481-6448565,6449823-6450085,6450512-6450646,6450904-6450981,6452119-6452224,6453989-6454073,6454631-6454756,6455578-6455669,6456881-6456950,6457065-6457199,6457294-6457373,6457921-6458055,6460187-6460293,6463663-6463879,6464944-6465019,6467448-6467631	1	FALSE
161 CHS.34288.1 chr21- 6484623-6484916,6486138-6486230,6486322-6487612	1	FALSE
162 CHS.34288.2 chr21- 6484623-6484916,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6492131-6492197,6495993-6496930	1	FALSE
163 CHS.34288.3 chr21- 6484623-6484916,6486138-6486230,6486322-6486455,6487363-6487412,6492131-6492197,6495993-6496080,6499129-6499284	1	FALSE
164 CHS.34288.4 chr21- 6484623-6484916,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6492131-6492197,6495993-6496080,6499129-6499284	1	FALSE
165 CHS.34288.5 chr21- 6484623-6484916,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6492255-6492292,6495993-6496080,6499129-6499284	1	FALSE
166 CHS.34288.6 chr21- 6484623-6484916,6486138-6486230,6486322-6486455,6487363-6487412,6493044-6493110,6495993-6496080,6499129-6499284	1	FALSE
167 CHS.34288.7 chr21- 6484623-6484916,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6493044-6493110,6495993-6496080,6499129-6499284	1	FALSE
168 CHS.34288.8 chr21- 6484623-6484916,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6492131-6492197,6493044-6493110,6495993-6496080,6499129-6499284	1	FALSE
169 CHS.34288.9 chr21- 6484623-6484916,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6492131-6492197,6495993-6496080,6499129-6499646,6500388-6501428	1	FALSE
170 CHS.34288.10 chr21- 6484624-6484916,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6495993-6496080,6499129-6499250	1	FALSE
171 CHS.34288.11 chr21- 6484624-6485560,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6492131-6492197,6495993-6496080,6499129-6499283	1	FALSE
172 CHS.34288.12 chr21- 6484629-6484916,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6492131-6492197,6495993-6496080,6497180-6497233,6499129-6499283	1	FALSE
173 CHS.34288.13 chr21- 6484630-6486230,6486322-6488059	1	FALSE
174 CHS.34288.14 chr21- 6484631-6484916,6486138-6486230,6486334-6486455,6487107-6487205,6487363-6487412,6492131-6492197,6495993-6496080,6499129-6499230	1	FALSE
175 CHS.34288.15 chr21- 6484661-6484916,6486138-6486230,6486322-6486455,6487107-6487205,6487363-6487412,6492131-6496080,6499129-6499261	1	FALSE
176 CHS.34289.1 chr21- 6532207-6532497,6532646-6532776	1	FALSE
177 CHS.34290.1 chr21+ 6560724-6560971,6562201-6562323,6563755-6564489	1	FALSE
178 CHS.34290.2 chr21+ 6561911-6562323,6563755-6564084	1	FALSE
179 CHS.34290.3 chr21+ 6561920-6562093,6562201-6562323,6563755-6564489	1	FALSE
180 CHS.34291.1 chr21- 6710659-6713341,6714647-6714762,6714850-6715081	1	FALSE
181 CHS.34292.1 chr21- 6984227-6986648,6993499-6993596,6995222-6996280	1	FALSE
182 CHS.34292.2 chr21- 6993157-6993596,6995222-6995313,6997592-6997740	1	FALSE
183 CHS.34292.3 chr21- 6993948-6995032,6995222-6996280	1	FALSE
184 CHS.34292.4 chr21- 6993948-6995032,6995222-6995324,6997592-6997783	1	FALSE
185 CHS.34292.5 chr21- 6994374-6995032,6995222-6995313,6997592-6997737	1	FALSE
186 CHS.34293.1 chr21- 7037728-7040410,7041716-7041831,7041919-7042150	1	FALSE
