transcriptid	foldchange	DEstatus
27 rna-NM_175927.3 NC_004353.4- 116389-116630,116686-118501,118555-118779,118838-118931,119888-120212,120858-121799,121853-121956,122309-123422,123785-123892,129322-129442,129670-129754	1	FALSE
28 rna-NM_175928.3 NC_004353.4- 116389-116630,116686-118501,118555-118779,118838-118931,119888-120212,120858-121799,121853-121956,122309-123422,123785-123892,129322-129442,129555-129754	1	FALSE
29 rna-NM_175926.3 NC_004353.4- 116389-116630,116686-118501,118555-118779,118838-118931,119888-120212,120858-121799,121853-121956,122309-123422,123785-123892,129322-129452	1	FALSE
30 rna-NM_001103379.2 NC_004353.4+ 132220-132287,133186-133235,133588-134964,136879-137167,137223-137332,137391-137752,137807-138310,138374-138574,140270-142127,142200-143123	1	FALSE
31 rna-NM_205865.2 NC_004353.4+ 132220-132287,133186-133231,133588-133713,134671-134964,136879-137167,137223-137332,137391-137752,137807-138310,138374-138574,140270-142127,142200-143123	1	FALSE
32 rna-NM_166728.2 NC_004353.4+ 132220-132287,133186-133231,133588-134964,136879-137167,137223-137332,137391-137752,137807-138310,138374-138574,139822-140083	1	FALSE
33 rna-NM_166733.2 NC_004353.4+ 132220-132287,133186-133231,133588-133713,133795-133924,134825-134964,136879-137167,137223-137332,137391-137752,137807-138310,138374-138574,139822-140083	1	FALSE
34 rna-NM_166729.2 NC_004353.4+ 132220-132287,133186-133231,133588-133713,134671-134964,136879-137167,137223-137332,137391-137752,137807-138310,138374-138574,139822-140083	1	FALSE
35 rna-NM_001272114.1 NC_004353.4+ 134766-134964,136879-137167,137223-137332,137391-137752,137807-138310,138374-138574,140270-142127,142200-143123	1	FALSE
36 rna-NM_166730.3 NC_004353.4+ 136272-136777,136879-137167,137223-137332,137391-137752,137807-138310,138374-138574,140270-142127,142200-143123	1	FALSE
37 rna-NM_166732.3 NC_004353.4+ 136272-136371,136691-136777,136879-137167,137223-137332,137391-137752,137807-138310,138374-138574,140270-142127,142200-143123	1	FALSE
38 rna-NM_166731.2 NC_004353.4+ 136272-136777,136879-137167,137223-137332,137391-137752,137807-138310,138374-138574,139822-140083	1	FALSE
39 rna-NR_073614.1 NC_004353.4- 132674-132874	1	FALSE
40 rna-NM_166734.2 NC_004353.4+ 150764-150836,151742-152130,152195-152378,152439-152921,152984-153538	1	FALSE
41 rna-NM_001297780.1 NC_004353.4- 154654-154965,155027-155147,155765-156060	1	FALSE
42 rna-NM_166735.3 NC_004353.4- 154717-154965,155027-155147,155765-156060	1	FALSE
43 rna-NM_001272115.1 NC_004353.4- 157575-158577,158644-158704,159222-159712,159767-160275,160332-160461,160525-160763,160822-164395,164462-164656,164715-165064,174111-174164,174785-174968,175516-175639	1	FALSE
44 rna-NM_001272117.1 NC_004353.4- 157575-158442,158500-158577,158644-158662,159222-159712,159767-160275,160332-160461,160525-160763,160822-164395,164462-164656,164715-165064,174111-174164,174785-174968,175110-175140	1	FALSE
45 rna-NM_001272116.1 NC_004353.4- 157575-158577,158644-158662,159222-159712,159767-160275,160332-160461,160525-160763,160822-164395,164462-164656,164715-165064,174111-174164,174785-174968,175110-175140	1	FALSE
46 rna-NM_001258478.1 NC_004353.4- 166545-173736,174111-174164,174785-174968,175522-175639	1	FALSE
47 rna-NM_001038712.3 NC_004353.4- 166545-173736,174111-174164,174785-174968,175110-175140	1	FALSE
48 rna-NR_123743.1 NC_004353.4+ 175455-175639,175699-175874	1	FALSE
49 rna-NM_001258479.3 NC_004353.4- 177348-177992,178778-178880,178937-179034,179092-179211,179261-179389	1	FALSE
50 rna-NM_001272118.1 NC_004353.4- 177438-177992,178778-178836,178937-179034,179092-179211,179264-179389	1	FALSE
51 rna-NM_143648.3 NC_004353.4- 177438-177992,178778-178880,178937-179034,179092-179211,179264-179389	1	FALSE
52 rna-NM_166736.4 NC_004353.4- 184076-184614,184670-184795,185827-185916,185978-186840,187997-188169,188230-188369,188425-188523,188578-189248,189998-190061,193545-193829	1	FALSE
53 rna-NM_166738.3 NC_004353.4- 184225-184614,184670-184795,185827-185916,185978-186840,187997-188169,188230-188369,188425-188523,188578-189248,193673-193829	1	FALSE
54 rna-NM_166737.3 NC_004353.4- 184225-184614,184670-184795,185827-185916,185978-186840,187997-188169,188230-188369,188425-188523,188578-189248,189998-190061,193673-193829	1	FALSE
55 rna-NM_143649.3 NC_004353.4- 184225-184614,184670-184795,185827-185916,185978-186840,187997-188169,188230-188369,188425-188523,188578-189248,189998-190061,193344-193489	1	FALSE
56 rna-NM_166740.2 NC_004353.4- 184225-184614,184670-184795,185827-185916,185978-186840,187997-188169,188230-188369,188425-188523,188578-189248,189998-190061,191309-191386,193344-193489	1	FALSE
57 rna-NM_001258480.1 NC_004353.4- 184225-184614,184670-184795,185827-185916,185978-186840,187997-188169,188230-188369,188425-188523,188578-189248,189526-189587	1	FALSE
58 rna-NR_123744.2 NC_004353.4+ 194732-195900	1	FALSE
59 rna-NM_001258481.2 NC_004353.4- 196675-201383,201441-201658,203980-204592,204640-204792,205659-205945	1	FALSE
60 rna-NM_166742.3 NC_004353.4- 197692-201383,201441-201658,203980-204574,204640-204792,205741-205945	1	FALSE
61 rna-NM_001258483.2 NC_004353.4+ 210224-210486,210558-210680,211590-211794,211854-211982,212115-212274,212628-212729,212791-213165	1	FALSE
62 rna-NM_143651.6 NC_004353.4+ 210224-210486,210558-210680,211590-211794,211854-211982,212628-212729,212791-213165	1	FALSE
63 rna-NM_001297781.1 NC_004353.4+ 210224-210486,210558-210680,212628-212729,212791-213165	1	FALSE
64 rna-NM_166744.3 NC_004353.4+ 210224-210486,210558-210675,211639-211794,211854-211982,212628-212729,212791-213165	1	FALSE
65 rna-NM_001258482.2 NC_004353.4+ 210224-210486,210582-210680,211590-211794,211854-211982,212628-212729,212791-213165	1	FALSE
66 rna-NM_166743.3 NC_004353.4+ 210224-210362,210438-210486,210558-210680,211590-211794,211854-211982,212628-212729,212791-213165	1	FALSE
67 rna-NM_001297782.1 NC_004353.4+ 210224-210362,210438-210486,210558-210680,211854-211982,212628-212729,212791-213165	1	FALSE
68 rna-NM_001297783.1 NC_004353.4- 215009-215267,215330-215560,217406-217494,218248-218380,218446-218890,219891-220028,220144-220437,222541-222598,222654-222736,222791-223012,223557-223886,223945-224439,225762-226550,227676-227748	1	FALSE
69 rna-NM_166745.3 NC_004353.4- 215009-215267,215330-215560,217406-217494,218248-218380,218446-218890,219891-220028,220144-220437,222541-222598,222654-222736,222791-223012,223557-223886,223945-224439,225762-225956	1	FALSE
70 rna-NM_143655.4 NC_004353.4+ 227922-228240,228905-229571,229911-230428	1	FALSE
71 rna-NR_133502.1 NC_004353.4- 228576-228874,228931-229112	1	FALSE
72 rna-NM_143656.2 NC_004353.4+ 230730-230895,231935-231977,232279-232848,234265-234345,234864-234944,236395-236475,237269-237559,240314-240398,243266-243585,243634-243748,245180-245903	1	FALSE
73 rna-NM_001169351.2 NC_004353.4+ 231426-231627,231935-231977,232279-232848,234265-234345,236395-236475,237269-237559,240314-240398,240645-240833,242461-242679,243170-243585,243634-243748,245180-245903	1	FALSE
74 rna-NM_001272120.1 NC_004353.4+ 231426-231627,231935-231977,232279-232848,234265-234345,236395-236475,237269-237559,240314-240398,240645-240833,242488-242679,243266-243585,243634-243748,245180-245903	1	FALSE
75 rna-NM_166746.3 NC_004353.4+ 231426-231627,231935-231977,234265-234345,236395-236475,237269-237559,240314-240398,240645-240833,243266-243585,243634-243748,245180-245903	1	FALSE
76 rna-NM_166747.3 NC_004353.4+ 231426-231600,231935-231977,232279-232848,234265-234345,236395-236475,237269-237559,240314-240398,240645-240833,242461-242679,243170-243585,243634-243748,245180-245903	1	FALSE
77 rna-NM_001258485.2 NC_004353.4+ 231426-231600,231935-231977,234265-234345,234864-234944,236395-236475,237269-237559,239938-240072,240314-240398,240645-240833,242461-242679,243170-243585,243634-243748,244418-244834,245180-245903	1	FALSE
78 rna-NM_001258484.2 NC_004353.4+ 231426-231600,231935-231977,234265-234345,234864-234944,236395-236475,237269-237559,240314-240398,240645-240833,242461-242679,243170-243585,243634-243748,244418-244834,245180-245903	1	FALSE
79 rna-NM_001169352.2 NC_004353.4+ 231426-231600,231935-231977,234265-234345,236395-236475,237269-237559,240314-240398,240645-240833,242461-242679,243170-243585,243634-243748,245180-245903	1	FALSE
80 rna-NM_205866.3 NC_004353.4+ 231426-231627,231935-231977,234265-234345,236395-236475,237269-237559,240314-240398,240645-241318	1	FALSE
81 rna-NM_001169350.2 NC_004353.4+ 231850-231977,232279-232848,234265-234345,236395-236475,237269-237559,240314-240398,240645-240833,242461-242679,243170-243585,243634-243748,245180-245903	1	FALSE
82 rna-NM_001103380.3 NC_004353.4- 247124-247228,249557-249735,249790-249977,250034-250136,250190-250243,251315-251525,252055-252170,252824-253013,253201-253329	1	FALSE
83 rna-NM_001103381.3 NC_004353.4- 247124-247228,249557-249735,249790-249977,250034-250136,250190-250243,251315-251525,252055-252170,252659-252711,252824-253329	1	FALSE
84 rna-NM_001258487.3 NC_004353.4+ 254997-257404,258312-258466,258528-258672,259278-259370,259447-259604,261230-261511,261574-261724,261777-262062,263206-263340,264352-264429,264486-264670,264744-265574	1	FALSE
85 rna-NM_001272121.2 NC_004353.4+ 254997-257404,258312-258466,258528-258672,259278-259370,259447-259604,261230-261511,261574-261724,261777-262062,263206-263340,264352-264429,264528-264670,264744-265075	1	FALSE
86 rna-NM_143657.5 NC_004353.4+ 254997-257404,258312-258466,258528-258672,259278-259370,259447-259604,261230-261511,261574-261724,261777-262062,262383-262667	1	FALSE
87 rna-NM_001038713.4 NC_004353.4+ 254997-257404,258312-258466,258528-258672,259278-259370,259447-259604,261230-261511,261574-261724,261777-262519	1	FALSE
88 rna-NM_001272122.2 NC_004353.4- 268175-270499,270560-270755,271069-271847,271915-272160,272226-272408,273115-273712,273761-273916,275580-275719,276291-276369	1	FALSE
89 rna-NM_205870.3 NC_004353.4- 268314-270499,270560-270755,271069-271847,271915-272172,272226-272408,273115-273712,273761-273916,275580-275719,276291-276369	1	FALSE
90 rna-NR_073615.1 NC_004353.4+ 276523-278174	1	FALSE
91 rna-NM_166749.2 NC_004353.4- 278685-280239,280325-280431,280497-280537,281724-281892,281948-282028,282436-282738,302242-302323,302386-302526,305016-305178,306440-306481	1	FALSE
92 rna-NM_001258488.2 NC_004353.4- 278685-280239,281724-281892,281948-282028,282436-282738,302242-302323,302386-302526,305016-305178,306060-306161	1	FALSE
93 rna-NM_166748.5 NC_004353.4- 278685-280239,280325-280537,281724-281892,281948-282028,282436-282738,302242-302323,302386-302526,305016-305178,305732-305818	1	FALSE
94 rna-NM_166751.6 NC_004353.4- 278685-280239,280325-280537,281724-281892,281948-282028,282436-282738,302242-302323,302386-302526,305016-305178,305696-305818	1	FALSE
95 rna-NM_205871.3 NC_004353.4- 278685-280239,280325-280537,281724-281892,281948-282028,282436-282738,302242-302323,302386-302526,305361-305818	1	FALSE
96 rna-NM_001272123.1 NC_004353.4+ 308093-308289,308431-309079,309539-309633,309694-310017,310079-310822	1	FALSE
97 rna-NM_166752.2 NC_004353.4+ 308093-308289,308413-309079,309539-309633,309694-310017,310079-310302	1	FALSE
98 rna-NM_143661.3 NC_004353.4+ 308093-308289,308431-309079,309539-309633,309694-310017,310079-310302	1	FALSE
99 rna-NM_001144383.2 NC_004353.4- 310930-313298,313357-313642,314020-314087	1	FALSE
100 rna-NM_001297784.1 NC_004353.4- 310930-313298,313357-313642,313748-314087	1	FALSE
101 rna-NM_143662.2 NC_004353.4- 310930-313298,313357-313642,313748-313913	1	FALSE
102 rna-NM_205872.2 NC_004353.4- 310930-313298,313357-313642,313699-313913	1	FALSE
103 rna-NM_001272124.1 NC_004353.4+ 314923-314957,316393-316509,319452-320039,328163-331387	1	FALSE
104 rna-NM_166753.3 NC_004353.4+ 314923-315179,316393-316509,319449-321385	1	FALSE
105 rna-NM_001201587.2 NC_004353.4- 328193-329428,337536-337547,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358550-358657	1	FALSE
106 rna-NM_001201585.2 NC_004353.4- 328816-329428,330271-330339,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358844-358917	1	FALSE
107 rna-NM_001201586.2 NC_004353.4- 328816-329428,330271-330339,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,354351-354561,354680-354966,355031-355225,355310-355481,358632-358657	1	FALSE
108 rna-NM_166755.6 NC_004353.4- 328816-329428,330271-330339,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358632-358657	1	FALSE
109 rna-NM_001201588.2 NC_004353.4- 328816-329428,330271-330339,337536-337547,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358632-358657	1	FALSE
110 rna-NM_001014688.4 NC_004353.4- 328816-329428,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358550-358657	1	FALSE
111 rna-NM_166754.6 NC_004353.4- 328816-329428,330271-330339,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358550-358657	1	FALSE
112 rna-NM_001038714.4 NC_004353.4- 328816-329428,330271-330339,331398-332002,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358550-358657	1	FALSE
113 rna-NM_001201589.2 NC_004353.4- 329517-332002,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358550-358657	1	FALSE
114 rna-NM_001014689.5 NC_004353.4- 330856-332002,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358550-358657	1	FALSE
115 rna-NM_001014687.4 NC_004353.4- 334670-335073,342922-343060,348995-349146,349213-349424,349481-349679,349730-350043,350603-350690,350765-351209,351586-351827,351884-352126,352181-352590,353943-353978,354351-354561,354680-354966,355031-355225,355310-355481,358550-358657	1	FALSE
116 rna-NM_205873.3 NC_004353.4+ 359938-359980,360587-361006,362304-362613,362671-362882,362946-363134,363494-363639,363868-364941,365674-366762,369507-369744,369810-369964,371091-371357,371813-372176,372250-375554	1	FALSE
117 rna-NM_166756.3 NC_004353.4+ 359938-359980,360587-361006,362304-362613,362671-362882,362946-363134,363494-363639,363868-364941,365674-366762,369507-369744,369810-369964,371091-371357,371813-372176,372250-374973	1	FALSE
118 rna-NM_001258491.3 NC_004353.4+ 359938-360358,360587-361006,362304-362613,362671-362882,362946-363134,363494-363645,363868-364941,365674-365805,365860-366762,369507-369744,369810-369964,371091-371357,371813-372176,372250-372784	1	FALSE
119 rna-NM_079882.4 NC_004353.4+ 359938-360284,360587-361006,362304-362613,362671-362882,362946-363134,363494-363639,363868-364941,365674-366762,369507-369744,369810-369964,371091-371357,371813-372176,372250-372784	1	FALSE
120 rna-NM_166757.3 NC_004353.4+ 359938-360284,360587-361006,362304-362613,362671-362882,362946-363134,363494-363639,364024-364941,365674-366762,369507-369744,369810-369964,371091-371357,371813-372176,372250-372784	1	FALSE
121 rna-NM_001258492.3 NC_004353.4- 375640-376631,377094-377669,377758-377825,377885-378202,378396-378561,378716-378900,382123-382408,386907-386984,390425-391544,393862-395605	1	FALSE
122 rna-NM_166758.4 NC_004353.4- 375640-376631,377094-377669,377758-377825,377885-378202,378396-378531,378716-378900,382123-382408,386907-386984,390425-391544,393263-393410	1	FALSE
123 rna-NM_205874.3 NC_004353.4- 375640-376631,377094-377669,377758-377825,377885-378202,378396-378561,378716-378900,382123-382408,386907-386984,390425-391544,393263-393410	1	FALSE
124 rna-NM_001258493.2 NC_004353.4- 375640-376631,377094-377669,377758-377825,377885-378202,378396-378561,378716-378900,382123-382408,386907-386984,387829-388322	1	FALSE
125 rna-NR_123745.1 NC_004353.4+ 380724-380811,381045-381275	1	FALSE
126 rna-NR_073616.2 NC_004353.4+ 395396-395954	1	FALSE
127 rna-NR_144673.1 NC_004353.4- 400744-400765	1	FALSE
128 rna-gnl|FlyBase|CR46291-RB NC_004353.4- 400703-400724	1	FALSE
129 rna-gnl|FlyBase|CR46291-RA NC_004353.4- 400744-400765	1	FALSE
130 rna-NR_047708.1 NC_004353.4+ 426067-426601	1	FALSE
131 rna-NR_073617.1 NC_004353.4+ 427331-427711,429497-431769	1	FALSE
132 rna-NM_143665.4 NC_004353.4- 436957-438918,438975-439165,439448-441451,442180-442389,442864-443154,443213-443911	1	FALSE
133 rna-NM_079883.3 NC_004353.4+ 445504-447035,447101-447235,449924-449968,450242-450316,450371-450509,451190-451454,452618-452744,452803-452890,452972-453947	1	FALSE
134 rna-NM_166764.2 NC_004353.4+ 445504-445648,447101-447235,450242-450316,450371-450509,451190-451454,452618-452744,452803-452890,452972-453947	1	FALSE
135 rna-NM_166761.2 NC_004353.4+ 446093-446486,446631-447035,447101-447235,450242-450316,450371-450509,451190-451454,452618-452744,452803-452890,452972-453947	1	FALSE
136 rna-NM_166760.2 NC_004353.4+ 446093-446486,446631-446751,446821-447035,447101-447235,449924-449968,450242-450316,450371-450509,451190-451454,452618-452744,452803-452890,452972-453947	1	FALSE
137 rna-NM_166759.2 NC_004353.4+ 446578-446751,446821-447035,447101-447235,449924-449968,450242-450316,450371-450509,451190-451454,452618-452744,452803-452890,452972-453947	1	FALSE
138 rna-NR_123746.1 NC_004353.4+ 459768-459907,460056-461413	1	FALSE
139 rna-NM_143666.3 NC_004353.4- 459887-460141,460203-460656,460714-461047,461505-462328,462388-462501,463055-464740,464797-465315,466501-466828	1	FALSE
140 rna-NM_001347760.1 NC_004353.4+ 467497-467693,467751-467994,469157-469330,471014-471476	1	FALSE
141 rna-NM_001272127.1 NC_004353.4- 469409-472520,472578-472677,473147-473719,474453-474768,474960-475104,476963-477102,477292-478083,478538-478738,478800-478868,480035-480238,480302-480691,480776-481141,481209-481704,485210-486033	1	FALSE
142 rna-NM_166766.3 NC_004353.4- 471286-472520,472578-472677,473147-473719,474453-475104,476963-477102,477292-478083,478538-478738,478800-478868,480035-480238,480302-480691,480776-481141,481209-481704,483501-483803	1	FALSE
143 rna-NM_001272126.2 NC_004353.4- 471286-472520,472578-472677,473147-473719,474453-474768,474960-475104,476963-477102,477292-478083,478538-478738,478800-478868,480035-480238,480302-480691,480776-481141,481209-481704,482484-482720	1	FALSE
144 rna-NM_143667.3 NC_004353.4- 471286-472520,472578-472677,473147-473719,474453-474768,474960-475104,476963-477102,477292-478083,478538-478738,478800-478868,480035-480238,480302-480691,480776-481141,481209-481704,481811-481970	1	FALSE
145 rna-NM_001297785.1 NC_004353.4- 472895-473719,474453-474768,474960-475104,476963-477102,477292-478083,478538-478738,478800-478868,480035-480238,480302-480691,480776-481141,481209-481704,488848-488994	1	FALSE
146 rna-NM_001272128.1 NC_004353.4- 472895-473719,474453-474768,474960-475104,476963-477102,477292-478083,478538-478738,478800-478868,480035-480238,480302-480691,480776-481141,481209-481704,485210-486033	1	FALSE
147 rna-NM_001272129.1 NC_004353.4- 472895-473719,474453-474768,474960-475104,476963-477102,477292-478083,478538-478738,478800-478868,480035-480238,480302-480691,480776-481141,481209-481704,483501-483803	1	FALSE
148 rna-NM_001272125.1 NC_004353.4- 472895-473719,474453-474768,477292-478083,478538-478738,480035-480238,480302-480691,480776-481141,481209-481704,481811-481970	1	FALSE
149 rna-NM_166765.3 NC_004353.4- 472895-473719,474453-474768,474960-475104,476963-477102,477292-478083,478538-478738,478800-478868,480035-480238,480302-480691,480776-481141,481209-481704,481811-481970	1	FALSE
150 rna-NM_001258496.3 NC_004353.4+ 501810-501857,503851-504138,515582-515631,521473-523104,524331-524512,524904-526520,529693-531093,531159-531379,531436-531783,532786-532926,532983-535880,537175-537760,538538-538604,538659-540874	1	FALSE
151 rna-NM_079884.5 NC_004353.4+ 501810-501857,503851-504138,515582-515631,521473-523104,524331-524512,524904-526520,529693-531093,531156-531379,531436-531783,532783-532926,532983-535880,537175-537760,538538-538604,538659-539792	1	FALSE
152 rna-NM_001272130.1 NC_004353.4+ 501810-501857,503851-504138,515582-515631,521473-523104,524331-524512,524904-526520,529693-531093,531156-531379,531436-531783,532783-532926,532983-535880,536966-537075,537175-538373	1	FALSE
153 rna-NM_001297786.2 NC_004353.4- 538332-548143,549259-549621,549714-549873,550754-551380,551991-553741,557443-557854	1	FALSE
154 rna-NM_001272131.2 NC_004353.4- 540560-548143,549259-549621,549714-549873,550754-551380,551991-553741,557443-557854	1	FALSE
155 rna-NM_143668.3 NC_004353.4- 545268-548143,549259-549621,549714-549873,550754-551380,551991-553741,557443-557854	1	FALSE
156 rna-NR_073619.1 NC_004353.4- 557025-557357,557443-557854	1	FALSE
157 rna-NM_079885.2 NC_004353.4+ 558016-558168,560095-560300,560349-560411,560471-560583,560718-560820,564361-564479,564541-564662,565407-565515,565601-565931	1	FALSE
158 rna-NM_166767.2 NC_004353.4+ 558016-558168,560098-560300,560349-560411,560471-560583,560718-560820,564361-564479,564541-564662,565410-565515,565601-565931	1	FALSE
159 rna-NM_166769.2 NC_004353.4+ 558223-558300,560095-560300,560372-560411,560471-560583,560718-560820,564361-564479,564541-564662,565407-565515,565601-567257	1	FALSE
160 rna-NM_001272134.1 NC_004353.4+ 558223-558300,560095-560300,560372-560411,560471-560583,560718-560820,564361-564479,564541-564662,565410-565515,565601-567257	1	FALSE
161 rna-NM_166768.2 NC_004353.4+ 558223-558300,560098-560300,560349-560411,560471-560583,560718-560820,564361-564479,564541-564662,565410-565515,565601-565931	1	FALSE
162 rna-NM_001272133.1 NC_004353.4+ 558223-558269,560095-560300,560349-560411,560471-560583,560718-560820,564361-564479,564541-564662,565407-565515,565601-565931	1	FALSE
163 rna-NM_001272132.1 NC_004353.4+ 559664-559893,560095-560300,560349-560411,560471-560583,560718-560820,564361-564479,564541-564662,565410-565515,565601-567257	1	FALSE
164 rna-NM_001272135.1 NC_004353.4- 568296-569056,569114-569301,569975-570176,570234-570343,570409-570533,570604-570781,571535-571554	1	FALSE
165 rna-NM_143669.2 NC_004353.4- 568296-569056,569114-569301,569975-570176,570234-570343,570409-570533,570604-570790	1	FALSE
166 rna-NM_166771.2 NC_004353.4+ 571755-572171,573613-574428,575335-575645,575702-576325,576979-580122	1	FALSE
167 rna-NM_166770.2 NC_004353.4+ 571755-571966,573613-574428,575335-575645,575702-576325,576979-578143	1	FALSE
168 rna-NM_143670.5 NC_004353.4+ 571755-571863,573613-574428,575335-575645,575702-576325,576979-578143	1	FALSE
169 rna-NM_143671.3 NC_004353.4+ 583108-583252,583789-583863,583936-584018,584762-584931,584990-585174,585298-585772,585840-585938,586902-587093,587843-588042,588572-589348	1	FALSE
170 rna-NM_166773.2 NC_004353.4+ 583108-583225,583789-583863,583936-584018,584762-584931,584990-585174,585298-585772,585840-585938,586902-587093,587843-588042,588572-589348	1	FALSE
171 rna-NR_123747.1 NC_004353.4- 597624-598274	1	FALSE
172 rna-NM_001272136.1 NC_004353.4- 598555-601529,601757-601935,603312-604252,605003-606744,607437-607649	1	FALSE
